DS_name,Variables.Selected.by.glmnet,Structural_Variables,Variables.Not.Selected.by.glmnet,Nonstructural_Variables
0.75-15-7-118,"X1, X3, X4, X5, X6, X7, X8, X10, X14, X15, X16, X17, X18, X23, X24, X25, X28, X29, X30","X1, X3, X7, X10, X14, X15, X16, X17, X18, X23, X24, X25, X28, X29, X30","X2, X9, X11, X12, X13, X19, X20, X21, X22, X26, X27","X2, X4, X5, X6, X8, X9, X11, X12, X13, X19, X20, X21, X22, X26, X27"
0.75-15-7-119,"X1, X2, X3, X4, X5, X7, X8, X9, X11, X14, X15, X16, X18, X19, X20, X21, X24, X25, X26, X27, X29, X30","X1, X4, X8, X9, X14, X15, X16, X18, X20, X21, X24, X25, X26, X27, X29","X6, X10, X12, X13, X17, X22, X23, X28","X2, X3, X5, X6, X7, X10, X11, X12, X13, X17, X19, X22, X23, X28, X30"
0.75-15-7-120,"X4, X5, X7, X8, X9, X12, X13, X15, X16, X17, X18, X20, X21, X22, X23, X25, X26, X27, X28, X30","X4, X5, X7, X12, X13, X15, X16, X17, X18, X20, X21, X22, X25, X26, X27","X1, X2, X3, X6, X10, X11, X14, X19, X24, X29","X1, X2, X3, X6, X8, X9, X10, X11, X14, X19, X23, X24, X28, X29, X30"
0.75-15-7-121,"X2, X3, X4, X6, X7, X8, X12, X14, X15, X16, X18, X19, X20, X21, X22, X23, X24, X25, X27, X29, X30","X2, X4, X6, X8, X12, X14, X15, X18, X19, X20, X23, X25, X27, X29, X30","X1, X5, X9, X10, X11, X13, X17, X26, X28","X1, X3, X5, X7, X9, X10, X11, X13, X16, X17, X21, X22, X24, X26, X28"
0.75-15-7-122,"X2, X3, X4, X6, X7, X11, X12, X14, X15, X16, X17, X19, X20, X21, X22, X23, X24, X26, X27, X28, X30","X4, X6, X7, X11, X14, X16, X17, X19, X21, X22, X23, X26, X27, X28, X30","X1, X5, X8, X9, X10, X13, X18, X25, X29","X1, X2, X3, X5, X8, X9, X10, X12, X13, X15, X18, X20, X24, X25, X29"
0.75-15-7-123,"X1, X3, X4, X5, X6, X8, X11, X12, X14, X15, X16, X17, X18, X21, X22, X24, X25, X26, X27, X29, X30","X3, X4, X5, X6, X11, X12, X14, X17, X18, X21, X24, X25, X26, X27, X29","X2, X7, X9, X10, X13, X19, X20, X23, X28","X1, X2, X7, X8, X9, X10, X13, X15, X16, X19, X20, X22, X23, X28, X30"
0.75-15-7-124,"X2, X4, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X27, X28, X29, X30","X9, X10, X11, X13, X15, X16, X17, X18, X19, X20, X23, X24, X25, X27, X29","X1, X3, X5, X6, X7, X8, X26","X1, X2, X3, X4, X5, X6, X7, X8, X12, X14, X21, X22, X26, X28, X30"
0.75-15-7-125,"X1, X2, X3, X4, X5, X7, X8, X9, X10, X11, X14, X15, X16, X17, X19, X20, X21, X23, X24, X25, X26, X27, X28, X30","X3, X4, X5, X7, X8, X11, X15, X17, X19, X20, X21, X23, X24, X27, X28","X6, X12, X13, X18, X22, X29","X1, X2, X6, X9, X10, X12, X13, X14, X16, X18, X22, X25, X26, X29, X30"
0.75-15-7-126,"X1, X2, X3, X5, X6, X7, X8, X12, X13, X15, X16, X17, X18, X21, X22, X23, X24, X25, X26, X28, X30","X1, X2, X3, X5, X6, X7, X8, X12, X16, X18, X21, X23, X25, X26, X28","X4, X9, X10, X11, X14, X19, X20, X27, X29","X4, X9, X10, X11, X13, X14, X15, X17, X19, X20, X22, X24, X27, X29, X30"
0.75-15-7-127,"X1, X2, X4, X7, X8, X9, X10, X13, X14, X15, X17, X18, X19, X20, X21, X23, X24, X25, X27, X28, X29, X30","X1, X4, X8, X9, X13, X14, X15, X17, X18, X20, X21, X23, X25, X28, X29","X3, X5, X6, X11, X12, X16, X22, X26","X2, X3, X5, X6, X7, X10, X11, X12, X16, X19, X22, X24, X26, X27, X30"
0.75-15-7-128,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X13, X14, X16, X17, X18, X19, X21, X22, X24, X26, X27, X29, X30","X1, X2, X4, X5, X6, X8, X9, X10, X14, X19, X21, X22, X24, X26, X30","X12, X15, X20, X23, X25, X28","X3, X7, X11, X12, X13, X15, X16, X17, X18, X20, X23, X25, X27, X28, X29"
0.75-15-7-129,"X1, X2, X3, X4, X5, X6, X7, X8, X12, X19, X20, X21, X22, X23, X24, X25, X28, X29, X30","X1, X2, X3, X4, X5, X7, X12, X19, X20, X21, X22, X23, X24, X28, X30","X9, X10, X11, X13, X14, X15, X16, X17, X18, X26, X27","X6, X8, X9, X10, X11, X13, X14, X15, X16, X17, X18, X25, X26, X27, X29"
0.75-15-7-130,"X1, X4, X5, X6, X9, X10, X11, X12, X14, X15, X18, X19, X21, X22, X25, X26, X27, X28, X29, X30","X1, X5, X9, X10, X11, X12, X14, X18, X21, X22, X25, X26, X27, X29, X30","X2, X3, X7, X8, X13, X16, X17, X20, X23, X24","X2, X3, X4, X6, X7, X8, X13, X15, X16, X17, X19, X20, X23, X24, X28"
0.75-15-7-131,"X1, X2, X4, X5, X9, X10, X11, X12, X13, X14, X16, X17, X19, X21, X22, X24, X25, X26, X28, X29, X30","X1, X2, X5, X9, X11, X12, X13, X14, X17, X19, X21, X22, X24, X28, X30","X3, X6, X7, X8, X15, X18, X20, X23, X27","X3, X4, X6, X7, X8, X10, X15, X16, X18, X20, X23, X25, X26, X27, X29"
0.75-15-7-132,"X3, X4, X9, X10, X11, X13, X14, X16, X17, X18, X19, X22, X25, X26, X27, X28, X29, X30","X3, X4, X9, X10, X13, X14, X17, X18, X19, X22, X25, X26, X28, X29, X30","X1, X2, X5, X6, X7, X8, X12, X15, X20, X21, X23, X24","X1, X2, X5, X6, X7, X8, X11, X12, X15, X16, X20, X21, X23, X24, X27"
0.75-15-7-133,"X1, X3, X4, X5, X7, X8, X9, X10, X13, X14, X15, X16, X17, X18, X19, X20, X22, X23, X24, X25, X27, X29, X30","X5, X8, X9, X13, X14, X16, X17, X18, X19, X20, X22, X24, X25, X27, X29","X2, X6, X11, X12, X21, X26, X28","X1, X2, X3, X4, X6, X7, X10, X11, X12, X15, X21, X23, X26, X28, X30"
0.75-15-7-134,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X11, X12, X13, X15, X16, X17, X18, X19, X21, X23, X28, X29, X30","X3, X4, X5, X6, X8, X9, X10, X11, X13, X16, X17, X19, X21, X23, X28","X7, X14, X20, X22, X24, X25, X26, X27","X1, X2, X7, X12, X14, X15, X18, X20, X22, X24, X25, X26, X27, X29, X30"
0.75-15-7-135,"X1, X2, X3, X4, X5, X6, X16, X17, X18, X19, X20, X22, X23, X24, X25, X26, X30","X1, X2, X3, X4, X5, X6, X16, X17, X18, X19, X20, X23, X25, X26, X30","X7, X8, X9, X10, X11, X12, X13, X14, X15, X21, X27, X28, X29","X7, X8, X9, X10, X11, X12, X13, X14, X15, X21, X22, X24, X27, X28, X29"
0.75-15-7-136,"X4, X5, X6, X7, X9, X10, X11, X12, X13, X14, X16, X17, X18, X19, X20, X22, X23, X24, X27, X28, X29, X30","X4, X5, X6, X9, X13, X14, X16, X17, X18, X19, X22, X24, X27, X28, X29","X1, X2, X3, X8, X15, X21, X25, X26","X1, X2, X3, X7, X8, X10, X11, X12, X15, X20, X21, X23, X25, X26, X30"
0.75-15-7-137,"X1, X2, X3, X6, X9, X10, X11, X12, X14, X18, X19, X20, X21, X22, X23, X25, X28, X29, X30","X1, X2, X6, X9, X10, X11, X12, X14, X18, X21, X22, X23, X25, X28, X29","X4, X5, X7, X8, X13, X15, X16, X17, X24, X26, X27","X3, X4, X5, X7, X8, X13, X15, X16, X17, X19, X20, X24, X26, X27, X30"
0.75-15-7-138,"X1, X2, X3, X5, X6, X7, X8, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X27, X28, X30","X1, X3, X6, X7, X15, X16, X17, X18, X19, X20, X21, X24, X27, X28, X30","X4, X9, X10, X11, X12, X13, X14, X25, X26, X29","X2, X4, X5, X8, X9, X10, X11, X12, X13, X14, X22, X23, X25, X26, X29"
0.75-15-7-139,"X1, X2, X4, X5, X6, X7, X8, X9, X10, X11, X16, X17, X20, X22, X23, X24, X27, X30","X1, X2, X4, X5, X6, X7, X8, X9, X16, X17, X20, X22, X23, X27, X30","X3, X12, X13, X14, X15, X18, X19, X21, X25, X26, X28, X29","X3, X10, X11, X12, X13, X14, X15, X18, X19, X21, X24, X25, X26, X28, X29"
0.75-15-7-140,"X2, X3, X4, X5, X6, X7, X8, X9, X10, X12, X14, X15, X16, X18, X20, X21, X23, X25, X26, X27, X29, X30","X2, X3, X4, X5, X8, X9, X10, X12, X14, X18, X20, X25, X26, X27, X30","X1, X11, X13, X17, X19, X22, X24, X28","X1, X6, X7, X11, X13, X15, X16, X17, X19, X21, X22, X23, X24, X28, X29"
0.75-15-7-141,"X1, X2, X3, X6, X7, X8, X9, X10, X11, X12, X13, X15, X16, X17, X18, X20, X21, X22, X23, X27, X28, X29, X30","X2, X3, X7, X8, X9, X10, X11, X12, X13, X17, X21, X23, X27, X28, X30","X4, X5, X14, X19, X24, X25, X26","X1, X4, X5, X6, X14, X15, X16, X18, X19, X20, X22, X24, X25, X26, X29"
0.75-15-7-142,"X1, X5, X7, X8, X9, X10, X11, X12, X13, X17, X18, X20, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X5, X8, X9, X10, X12, X13, X17, X18, X22, X23, X24, X25, X26, X29, X30","X2, X3, X4, X6, X14, X15, X16, X19","X1, X2, X3, X4, X6, X7, X11, X14, X15, X16, X19, X20, X21, X27, X28"
0.75-15-7-143,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X11, X12, X14, X15, X16, X17, X18, X20, X23, X28, X29, X30","X3, X4, X5, X7, X8, X9, X11, X12, X15, X16, X17, X18, X20, X23, X28","X10, X13, X19, X21, X22, X24, X25, X26, X27","X1, X2, X6, X10, X13, X14, X19, X21, X22, X24, X25, X26, X27, X29, X30"
0.75-15-7-144,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X17, X18, X19, X22, X23, X24, X25, X28, X30","X1, X3, X4, X5, X7, X9, X10, X11, X18, X19, X22, X24, X25, X28, X30","X12, X13, X14, X15, X16, X20, X21, X26, X27, X29","X2, X6, X8, X12, X13, X14, X15, X16, X17, X20, X21, X23, X26, X27, X29"
0.75-15-7-145,"X1, X6, X7, X8, X9, X10, X12, X13, X14, X16, X18, X20, X22, X23, X24, X26, X27, X28, X29, X30","X1, X6, X7, X8, X9, X10, X13, X14, X20, X23, X24, X26, X27, X28, X30","X2, X3, X4, X5, X11, X15, X17, X19, X21, X25","X2, X3, X4, X5, X11, X12, X15, X16, X17, X18, X19, X21, X22, X25, X29"
0.75-15-7-146,"X1, X3, X4, X6, X8, X9, X10, X12, X13, X14, X15, X16, X18, X20, X23, X26, X27, X28, X29, X30","X1, X3, X4, X6, X10, X12, X13, X14, X15, X18, X23, X26, X27, X28, X29","X2, X5, X7, X11, X17, X19, X21, X22, X24, X25","X2, X5, X7, X8, X9, X11, X16, X17, X19, X20, X21, X22, X24, X25, X30"
0.75-15-7-147,"X1, X2, X5, X6, X7, X8, X9, X10, X12, X13, X14, X16, X17, X18, X19, X20, X21, X24, X29, X30","X1, X5, X6, X7, X10, X12, X13, X14, X17, X18, X19, X20, X21, X24, X30","X3, X4, X11, X15, X22, X23, X25, X26, X27, X28","X2, X3, X4, X8, X9, X11, X15, X16, X22, X23, X25, X26, X27, X28, X29"
0.75-15-7-148,"X1, X2, X5, X6, X8, X9, X10, X11, X13, X14, X15, X16, X17, X20, X21, X23, X24, X26, X27, X28, X29, X30","X1, X2, X8, X9, X10, X11, X14, X16, X17, X20, X21, X23, X24, X27, X28","X3, X4, X7, X12, X18, X19, X22, X25","X3, X4, X5, X6, X7, X12, X13, X15, X18, X19, X22, X25, X26, X29, X30"
0.75-15-7-149,"X1, X2, X3, X7, X9, X10, X12, X14, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X1, X3, X7, X12, X14, X18, X19, X20, X21, X24, X25, X26, X27, X28, X29","X4, X5, X6, X8, X11, X13, X15, X16, X17","X2, X4, X5, X6, X8, X9, X10, X11, X13, X15, X16, X17, X22, X23, X30"
0.75-15-7-150,"X1, X3, X4, X6, X7, X9, X11, X12, X15, X16, X17, X18, X19, X21, X22, X23, X24, X25, X26, X27, X30","X1, X4, X6, X7, X11, X15, X17, X18, X19, X21, X22, X23, X24, X25, X27","X2, X5, X8, X10, X13, X14, X20, X28, X29","X2, X3, X5, X8, X9, X10, X12, X13, X14, X16, X20, X26, X28, X29, X30"
0.75-15-7-151,"X2, X4, X5, X6, X7, X8, X9, X10, X11, X12, X15, X16, X18, X20, X21, X22, X23, X24, X26, X28, X29, X30","X2, X5, X6, X7, X8, X9, X11, X12, X15, X16, X21, X23, X26, X28, X30","X1, X3, X13, X14, X17, X19, X25, X27","X1, X3, X4, X10, X13, X14, X17, X18, X19, X20, X22, X24, X25, X27, X29"
0.75-15-7-152,"X2, X3, X4, X6, X7, X8, X11, X12, X13, X14, X15, X18, X19, X22, X23, X25, X26, X27, X28, X29, X30","X2, X3, X4, X7, X8, X11, X12, X13, X18, X19, X22, X25, X27, X28, X29","X1, X5, X9, X10, X16, X17, X20, X21, X24","X1, X5, X6, X9, X10, X14, X15, X16, X17, X20, X21, X23, X24, X26, X30"
0.75-15-7-153,"X1, X4, X5, X9, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X26, X27, X29, X30","X4, X9, X12, X13, X14, X15, X16, X17, X19, X21, X22, X23, X26, X29, X30","X2, X3, X6, X7, X8, X10, X11, X25, X28","X1, X2, X3, X5, X6, X7, X8, X10, X11, X18, X20, X24, X25, X27, X28"
0.75-15-7-154,"X1, X2, X3, X4, X5, X9, X11, X13, X14, X15, X16, X17, X18, X21, X26, X28, X30","X1, X2, X3, X4, X5, X9, X13, X14, X15, X17, X18, X21, X26, X28, X30","X6, X7, X8, X10, X12, X19, X20, X22, X23, X24, X25, X27, X29","X6, X7, X8, X10, X11, X12, X16, X19, X20, X22, X23, X24, X25, X27, X29"
0.75-15-7-155,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X11, X12, X14, X15, X18, X19, X20, X21, X22, X26, X27, X28, X29, X30","X2, X5, X6, X9, X10, X12, X14, X15, X18, X20, X22, X26, X27, X28, X29","X7, X13, X16, X17, X23, X24, X25","X1, X3, X4, X7, X8, X11, X13, X16, X17, X19, X21, X23, X24, X25, X30"
0.75-15-7-156,"X1, X2, X3, X4, X6, X7, X8, X9, X10, X11, X12, X14, X15, X18, X19, X20, X21, X22, X23, X24, X25, X26, X28, X29, X30","X1, X3, X6, X7, X8, X10, X12, X14, X19, X20, X23, X26, X28, X29, X30","X5, X13, X16, X17, X27","X2, X4, X5, X9, X11, X13, X15, X16, X17, X18, X21, X22, X24, X25, X27"
0.75-15-7-157,"X1, X2, X3, X4, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X29, X30","X1, X2, X3, X4, X9, X12, X16, X17, X18, X19, X20, X21, X22, X23, X30","X5, X6, X7, X8, X26, X27, X28","X5, X6, X7, X8, X10, X11, X13, X14, X15, X24, X25, X26, X27, X28, X29"
0.75-15-7-158,"X1, X6, X7, X10, X11, X13, X14, X15, X16, X17, X18, X20, X21, X22, X23, X24, X25, X26, X28, X29, X30","X1, X6, X7, X10, X11, X13, X14, X17, X18, X20, X21, X24, X25, X29, X30","X2, X3, X4, X5, X8, X9, X12, X19, X27","X2, X3, X4, X5, X8, X9, X12, X15, X16, X19, X22, X23, X26, X27, X28"
0.75-15-7-159,"X3, X5, X8, X9, X10, X11, X12, X13, X14, X18, X19, X20, X21, X22, X23, X24, X25, X26, X29, X30","X5, X8, X9, X10, X11, X12, X13, X14, X18, X20, X21, X23, X24, X25, X29","X1, X2, X4, X6, X7, X15, X16, X17, X27, X28","X1, X2, X3, X4, X6, X7, X15, X16, X17, X19, X22, X26, X27, X28, X30"
0.75-15-7-160,"X2, X4, X8, X11, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X27, X28, X29, X30","X2, X8, X11, X15, X16, X19, X20, X21, X22, X23, X24, X25, X28, X29, X30","X1, X3, X5, X6, X7, X9, X10, X12, X13, X14, X26","X1, X3, X4, X5, X6, X7, X9, X10, X12, X13, X14, X17, X18, X26, X27"
0.75-15-7-161,"X2, X3, X5, X6, X8, X9, X10, X11, X14, X15, X17, X19, X21, X22, X25, X28, X29, X30","X2, X3, X6, X8, X10, X11, X14, X15, X17, X19, X21, X22, X28, X29, X30","X1, X4, X7, X12, X13, X16, X18, X20, X23, X24, X26, X27","X1, X4, X5, X7, X9, X12, X13, X16, X18, X20, X23, X24, X25, X26, X27"
0.75-15-7-162,"X2, X3, X4, X5, X6, X7, X8, X9, X10, X13, X15, X16, X18, X19, X23, X24, X25, X26, X28, X29, X30","X2, X3, X5, X6, X7, X8, X9, X10, X13, X16, X18, X24, X26, X28, X30","X1, X11, X12, X14, X17, X20, X21, X22, X27","X1, X4, X11, X12, X14, X15, X17, X19, X20, X21, X22, X23, X25, X27, X29"
0.75-15-7-163,"X1, X2, X6, X7, X8, X9, X10, X11, X12, X17, X18, X19, X20, X21, X22, X26, X27, X28, X29, X30","X1, X2, X6, X7, X8, X10, X11, X12, X17, X20, X21, X22, X26, X27, X28","X3, X4, X5, X13, X14, X15, X16, X23, X24, X25","X3, X4, X5, X9, X13, X14, X15, X16, X18, X19, X23, X24, X25, X29, X30"
0.75-15-7-164,"X1, X3, X4, X5, X6, X8, X9, X10, X15, X16, X20, X21, X22, X23, X24, X25, X26, X27, X30","X1, X3, X5, X6, X8, X9, X10, X15, X16, X20, X21, X22, X24, X25, X26","X2, X7, X11, X12, X13, X14, X17, X18, X19, X28, X29","X2, X4, X7, X11, X12, X13, X14, X17, X18, X19, X23, X27, X28, X29, X30"
0.75-15-7-165,"X1, X2, X3, X5, X6, X10, X13, X14, X17, X18, X21, X23, X24, X25, X27, X28, X29, X30","X2, X3, X5, X6, X10, X13, X14, X18, X21, X23, X24, X25, X27, X28, X29","X4, X7, X8, X9, X11, X12, X15, X16, X19, X20, X22, X26","X1, X4, X7, X8, X9, X11, X12, X15, X16, X17, X19, X20, X22, X26, X30"
0.75-15-7-166,"X4, X7, X8, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X20, X21, X22, X25, X26, X27, X29, X30","X4, X7, X8, X9, X11, X15, X16, X18, X20, X21, X22, X25, X26, X29, X30","X1, X2, X3, X5, X6, X19, X23, X24, X28","X1, X2, X3, X5, X6, X10, X12, X13, X14, X17, X19, X23, X24, X27, X28"
0.75-15-7-167,"X1, X2, X3, X4, X6, X7, X8, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X26, X28, X29, X30","X1, X2, X4, X9, X12, X13, X14, X15, X16, X17, X18, X19, X23, X26, X28","X5, X24, X25, X27","X3, X5, X6, X7, X8, X10, X11, X20, X21, X22, X24, X25, X27, X29, X30"
0.75-15-7-168,"X1, X2, X3, X4, X7, X9, X11, X12, X13, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X29, X30","X2, X4, X7, X13, X17, X18, X19, X20, X21, X23, X24, X25, X26, X29, X30","X5, X6, X8, X10, X14, X15, X16, X27, X28","X1, X3, X5, X6, X8, X9, X10, X11, X12, X14, X15, X16, X22, X27, X28"
0.75-15-7-169,"X2, X3, X4, X5, X6, X7, X9, X15, X16, X17, X19, X20, X21, X22, X23, X24, X25, X27, X28, X29, X30","X2, X3, X4, X6, X7, X9, X15, X16, X19, X21, X22, X23, X25, X28, X29","X1, X8, X10, X11, X12, X13, X14, X18, X26","X1, X5, X8, X10, X11, X12, X13, X14, X17, X18, X20, X24, X26, X27, X30"
0.75-15-7-170,"X1, X2, X5, X6, X8, X11, X14, X15, X17, X18, X20, X23, X24, X25, X26, X27, X28, X29, X30","X5, X6, X8, X14, X15, X17, X18, X20, X23, X24, X25, X26, X27, X29, X30","X3, X4, X7, X9, X10, X12, X13, X16, X19, X21, X22","X1, X2, X3, X4, X7, X9, X10, X11, X12, X13, X16, X19, X21, X22, X28"
0.75-15-7-171,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X11, X12, X13, X14, X15, X18, X19, X20, X22, X24, X26, X27, X28, X30","X2, X3, X6, X7, X8, X9, X12, X13, X15, X18, X19, X20, X22, X24, X27","X10, X16, X17, X21, X23, X25, X29","X1, X4, X5, X10, X11, X14, X16, X17, X21, X23, X25, X26, X28, X29, X30"
0.75-15-7-172,"X2, X3, X4, X5, X6, X7, X8, X9, X11, X13, X14, X15, X17, X18, X21, X22, X23, X24, X25, X26, X29, X30","X2, X4, X5, X6, X7, X9, X13, X14, X15, X17, X21, X22, X24, X25, X26","X1, X10, X12, X16, X19, X20, X27, X28","X1, X3, X8, X10, X11, X12, X16, X18, X19, X20, X23, X27, X28, X29, X30"
0.75-15-7-173,"X1, X2, X3, X4, X5, X6, X8, X10, X14, X15, X16, X17, X20, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X1, X2, X4, X8, X10, X15, X17, X20, X22, X23, X25, X26, X27, X28, X30","X7, X9, X11, X12, X13, X18, X19","X3, X5, X6, X7, X9, X11, X12, X13, X14, X16, X18, X19, X21, X24, X29"
0.75-15-7-174,"X1, X3, X4, X8, X9, X10, X11, X14, X15, X17, X18, X20, X22, X23, X24, X26, X28, X29, X30","X3, X8, X9, X10, X11, X14, X15, X17, X18, X20, X22, X23, X24, X29, X30","X2, X5, X6, X7, X12, X13, X16, X19, X21, X25, X27","X1, X2, X4, X5, X6, X7, X12, X13, X16, X19, X21, X25, X26, X27, X28"
0.75-15-7-175,"X3, X4, X5, X6, X8, X9, X10, X12, X14, X15, X17, X20, X21, X22, X24, X27, X28, X29, X30","X3, X4, X5, X6, X8, X9, X10, X14, X15, X17, X21, X22, X24, X27, X28","X1, X2, X7, X11, X13, X16, X18, X19, X23, X25, X26","X1, X2, X7, X11, X12, X13, X16, X18, X19, X20, X23, X25, X26, X29, X30"
0.75-15-7-176,"X2, X3, X6, X9, X10, X11, X12, X13, X14, X17, X18, X19, X20, X21, X22, X23, X27, X28, X29, X30","X2, X3, X6, X9, X11, X14, X17, X18, X19, X20, X22, X23, X27, X28, X29","X1, X4, X5, X7, X8, X15, X16, X24, X25, X26","X1, X4, X5, X7, X8, X10, X12, X13, X15, X16, X21, X24, X25, X26, X30"
0.75-15-7-177,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X11, X12, X14, X15, X17, X19, X21, X22, X23, X25, X26, X27, X30","X2, X3, X4, X6, X9, X10, X11, X12, X14, X17, X19, X21, X23, X25, X30","X7, X13, X16, X18, X20, X24, X28, X29","X1, X5, X7, X8, X13, X15, X16, X18, X20, X22, X24, X26, X27, X28, X29"
0.75-15-7-178,"X1, X2, X3, X4, X5, X9, X10, X11, X13, X14, X15, X16, X18, X19, X23, X24, X25, X27, X28, X29, X30","X1, X3, X4, X10, X11, X13, X14, X15, X16, X19, X23, X27, X28, X29, X30","X6, X7, X8, X12, X17, X20, X21, X22, X26","X2, X5, X6, X7, X8, X9, X12, X17, X18, X20, X21, X22, X24, X25, X26"
0.75-15-7-179,"X1, X2, X3, X5, X8, X10, X11, X12, X16, X18, X22, X23, X24, X25, X26, X27, X30","X1, X2, X3, X5, X8, X10, X11, X12, X16, X18, X22, X23, X25, X26, X27","X4, X6, X7, X9, X13, X14, X15, X17, X19, X20, X21, X28, X29","X4, X6, X7, X9, X13, X14, X15, X17, X19, X20, X21, X24, X28, X29, X30"
0.75-15-7-180,"X1, X2, X3, X4, X5, X6, X7, X9, X10, X11, X13, X14, X17, X18, X19, X22, X23, X25, X26, X29, X30","X2, X3, X4, X6, X7, X9, X10, X13, X17, X19, X22, X23, X25, X29, X30","X8, X12, X15, X16, X20, X21, X24, X27, X28","X1, X5, X8, X11, X12, X14, X15, X16, X18, X20, X21, X24, X26, X27, X28"
0.75-15-7-181,"X1, X3, X4, X5, X6, X7, X8, X9, X11, X12, X13, X14, X17, X20, X21, X24, X25, X26, X27, X30","X1, X3, X4, X5, X7, X8, X9, X11, X12, X13, X14, X20, X21, X24, X25","X2, X10, X15, X16, X18, X19, X22, X23, X28, X29","X2, X6, X10, X15, X16, X17, X18, X19, X22, X23, X26, X27, X28, X29, X30"
0.75-15-7-182,"X1, X3, X4, X5, X6, X7, X8, X9, X10, X13, X14, X15, X21, X24, X25, X27, X29, X30","X3, X4, X6, X7, X9, X10, X13, X14, X15, X21, X24, X25, X27, X29, X30","X2, X11, X12, X16, X17, X18, X19, X20, X22, X23, X26, X28","X1, X2, X5, X8, X11, X12, X16, X17, X18, X19, X20, X22, X23, X26, X28"
0.75-15-7-183,"X1, X2, X3, X4, X5, X8, X10, X11, X14, X15, X16, X18, X19, X20, X21, X22, X23, X24, X25, X27, X28, X29, X30","X1, X2, X3, X4, X5, X8, X11, X14, X16, X19, X21, X22, X25, X28, X29","X6, X7, X9, X12, X13, X17, X26","X6, X7, X9, X10, X12, X13, X15, X17, X18, X20, X23, X24, X26, X27, X30"
0.75-15-7-184,"X1, X2, X3, X4, X11, X12, X13, X14, X15, X17, X18, X20, X21, X23, X25, X26, X28, X30","X1, X3, X4, X11, X13, X15, X17, X18, X20, X21, X23, X25, X26, X28, X30","X5, X6, X7, X8, X9, X10, X16, X19, X22, X24, X27, X29","X2, X5, X6, X7, X8, X9, X10, X12, X14, X16, X19, X22, X24, X27, X29"
0.75-15-7-185,"X1, X3, X4, X8, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X24, X25, X26, X27, X30","X4, X8, X9, X10, X12, X13, X14, X16, X17, X18, X20, X21, X22, X25, X27","X2, X5, X6, X7, X23, X28, X29","X1, X2, X3, X5, X6, X7, X11, X15, X19, X23, X24, X26, X28, X29, X30"
0.75-15-7-186,"X1, X2, X3, X4, X5, X6, X7, X11, X12, X13, X14, X16, X17, X18, X19, X22, X23, X24, X25, X26, X29, X30","X1, X3, X5, X6, X7, X12, X13, X14, X16, X18, X19, X23, X24, X29, X30","X8, X9, X10, X15, X20, X21, X27, X28","X2, X4, X8, X9, X10, X11, X15, X17, X20, X21, X22, X25, X26, X27, X28"
0.75-15-7-187,"X3, X6, X7, X8, X9, X12, X13, X16, X17, X18, X19, X20, X21, X22, X23, X24, X26, X27, X28, X29, X30","X3, X6, X8, X9, X12, X13, X16, X17, X20, X22, X23, X27, X28, X29, X30","X1, X2, X4, X5, X10, X11, X14, X15, X25","X1, X2, X4, X5, X7, X10, X11, X14, X15, X18, X19, X21, X24, X25, X26"
0.75-15-7-188,"X3, X8, X9, X11, X12, X14, X15, X16, X17, X18, X19, X22, X23, X24, X25, X26, X27, X28, X29, X30","X3, X8, X9, X15, X16, X17, X19, X23, X24, X25, X26, X27, X28, X29, X30","X1, X2, X4, X5, X6, X7, X10, X13, X20, X21","X1, X2, X4, X5, X6, X7, X10, X11, X12, X13, X14, X18, X20, X21, X22"
0.75-15-7-189,"X1, X2, X3, X4, X6, X7, X8, X10, X11, X12, X13, X14, X16, X19, X22, X23, X24, X26, X27, X30","X1, X3, X7, X8, X10, X11, X13, X14, X16, X19, X22, X23, X26, X27, X30","X5, X9, X15, X17, X18, X20, X21, X25, X28, X29","X2, X4, X5, X6, X9, X12, X15, X17, X18, X20, X21, X24, X25, X28, X29"
